dataset_name,target_name_hlsp,qual_comm
oepk1s020,RX-J0438P1546,[oepk1s020] Custom STIS calibration performed
oepk1s030,RX-J0438P1546,[oepk1s030] Custom STIS calibration performed
oeso1s010,RX-J1556M3655,[oeso1s010] Custom STIS calibration performed
oeso1s020,RX-J1556M3655,[oeso1s020] Custom STIS calibration performed
oeso1s030,RX-J1556M3655,[oeso1s030] Custom STIS calibration performed
oetd1s010,RX-J1842M3532,[oetd1s010] Custom STIS calibration performed
oetd1s020,RX-J1842M3532,[oetd1s020] Custom STIS calibration performed
oetd1s030,RX-J1842M3532,[oetd1s030] Custom STIS calibration performed
oetd2s010,RX-J1852M3700,[oetd2s010] Custom STIS calibration performed
oetd2s020,RX-J1852M3700,[oetd2s020] Custom STIS calibration performed
oetd2s030,RX-J1852M3700,[oetd2s030] Custom STIS calibration performed
oec695010,SK-179,[oec695010] Custom STIS calibration performed
oec61n010,SK-65D22,[oec61n010] Custom STIS calibration performed
oec61n020,SK-65D22,[oec61n020] Custom STIS calibration performed
oec60v010,SK-65D47,[oec60v010] Custom STIS calibration performed
oec60v020,SK-65D47,[oec60v020] Custom STIS calibration performed
oec61q010,SK-66D100,[oec61q010] Custom STIS calibration performed
oec61q020,SK-66D100,[oec61q020] Custom STIS calibration performed
oec61s010,SK-66D18,[oec61s010] Custom STIS calibration performed
oec61s020,SK-66D18,[oec61s020] Custom STIS calibration performed
oec63v010,SK-66D50,[oec63v010] Custom STIS calibration performed
oec62g010,SK-67D101,[oec62g010] Custom STIS calibration performed
oec62z010,SK-67D106,[oec62z010] Custom STIS calibration performed
oec62z020,SK-67D106,[oec62z020] Custom STIS calibration performed
oec62k010,SK-67D191,[oec62k010] Custom STIS calibration performed
oec62k020,SK-67D191,[oec62k020] Custom STIS calibration performed
oec63t010,SK-67D195,[oec63t010] Custom STIS calibration performed
oec63u010,SK-67D197,[oec63u010] Custom STIS calibration performed
oec63w010,SK-67D207,[oec63w010] Custom STIS calibration performed
oec60f010,SK-67D211,[oec60f010] Custom STIS calibration performed
oec60f020,SK-67D211,[oec60f020] Custom STIS calibration performed
oec62f010,SK-67D261,[oec62f010] Custom STIS calibration performed
oec62f020,SK-67D261,[oec62f020] Custom STIS calibration performed
oec62m010,SK-67D5,[oec62m010] Custom STIS calibration performed
oec62m020,SK-67D5,[oec62m020] Custom STIS calibration performed
oec63m010,SK-68D26,[oec63m010] Custom STIS calibration performed
oec63m020,SK-68D26,[oec63m020] Custom STIS calibration performed
oec63r010,SK-68D8,[oec63r010] Custom STIS calibration performed
oec62l010,SK-69D279,[oec62l010] Custom STIS calibration performed
oec62l020,SK-69D279,[oec62l020] Custom STIS calibration performed
oec63p010,SK-70D16,[oec63p010] Custom STIS calibration performed
oec61g010,SK-70D69,[oec61g010] Custom STIS calibration performed
oec61g020,SK-70D69,[oec61g020] Custom STIS calibration performed
oec63b010,SK-70D79,[oec63b010] Custom STIS calibration performed
oec63b020,SK-70D79,[oec63b020] Custom STIS calibration performed
oec61r010,SK-71D50,[oec61r010] Custom STIS calibration performed
oeiq1s010,SSTC2D-J160000M422158,[oeiq1s010] Custom STIS calibration performed
oeiq1s020,SSTC2D-J160000M422158,[oeiq1s020] Custom STIS calibration performed
oeiq1s030,SSTC2D-J160000M422158,[oeiq1s030] Custom STIS calibration performed
od7g03010,SSTC2D-J160830M382827,[od7g03010] Custom STIS calibration performed
oet51s010,SSTC2D-J161243M381503,[oet51s010] Custom STIS calibration performed
oet51s020,SSTC2D-J161243M381503,[oet51s020] Custom STIS calibration performed
oet51s030,SSTC2D-J161243M381503,[oet51s030] Custom STIS calibration performed
oeiq2s010,SSTC2D-J161344M373646,[oeiq2s010] Custom STIS calibration performed
oeiq2s020,SSTC2D-J161344M373646,[oeiq2s020] Custom STIS calibration performed
oeiq2s060,SSTC2D-J161344M373646,[oeiq2s060] Custom STIS calibration performed
oec61b010,ST92-4-18,[oec61b010] Custom STIS calibration performed
oec61b020,ST92-4-18,[oec61b020] Custom STIS calibration performed
oec60q010,ST92-5-27,[oec60q010] Custom STIS calibration performed
oec60q020,ST92-5-27,[oec60q020] Custom STIS calibration performed
oeil2s010,SZ-10,[oeil2s010] Custom STIS calibration performed
oeil2s020,SZ-10,[oeil2s020] Custom STIS calibration performed
oeil2s030,SZ-10,[oeil2s030] Custom STIS calibration performed
oet6as010,SZ-100,[oet6as010] Custom STIS calibration performed
oet6as020,SZ-100,[oet6as020] Custom STIS calibration performed
oet6as060,SZ-100,[oet6as060] Custom STIS calibration performed
ob6bb9010,SZ-102,[ob6bb9010] Custom STIS calibration performed
oesu1s010,SZ-103,[oesu1s010] Custom STIS calibration performed
oesu1s030,SZ-103,[oesu1s030] Custom STIS calibration performed
oesu1s070,SZ-103,[oesu1s070] Custom STIS calibration performed
oet62s010,SZ-104,[oet62s010] Custom STIS calibration performed
oet62s020,SZ-104,[oet62s020] Custom STIS calibration performed
oet62s060,SZ-104,[oet62s060] Custom STIS calibration performed
oesu2s010,SZ-110,[oesu2s010] Custom STIS calibration performed
oesu2s020,SZ-110,[oesu2s020] Custom STIS calibration performed
oesu2s030,SZ-110,[oesu2s030] Custom STIS calibration performed
oeiqcs010,SZ-111,[oeiqcs010] Custom STIS calibration performed
oeiqcs020,SZ-111,[oeiqcs020] Custom STIS calibration performed
oeiqcs030,SZ-111,[oeiqcs030] Custom STIS calibration performed
oesr2s010,SZ-115,[oesr2s010] Custom STIS calibration performed
oesr2s020,SZ-115,[oesr2s020] Custom STIS calibration performed
oesr2s030,SZ-115,[oesr2s030] Custom STIS calibration performed
oesr2u010,SZ-115,[oesr2u010] Custom STIS calibration performed
oesr2u020,SZ-115,[oesr2u020] Custom STIS calibration performed
oesr2u030,SZ-115,[oesr2u030] Custom STIS calibration performed
oet52s010,SZ-117,[oet52s010] Custom STIS calibration performed
oet52s020,SZ-117,[oet52s020] Custom STIS calibration performed
oet52s030,SZ-117,[oet52s030] Custom STIS calibration performed
oesp1s010,SZ-129,[oesp1s010] Custom STIS calibration performed
oesp1s020,SZ-129,[oesp1s020] Custom STIS calibration performed
oesp1s030,SZ-129,[oesp1s030] Custom STIS calibration performed
oeiqis010,SZ-130,[oeiqis010] Custom STIS calibration performed
oeiqis020,SZ-130,[oeiqis020] Custom STIS calibration performed
oeiqis030,SZ-130,[oeiqis030] Custom STIS calibration performed
oeqm1s010,SZ-19,[oeqm1s010] Custom STIS calibration performed
oeqm1s020,SZ-19,[oeqm1s020] Custom STIS calibration performed
oeqm1s030,SZ-19,[oeqm1s030] Custom STIS calibration performed
ocy801010,SZ-45,[ocy801010] Custom STIS calibration performed
ocy801020,SZ-45,[ocy801020] Custom STIS calibration performed
ocy801030,SZ-45,[ocy801030] Custom STIS calibration performed
ocy801050,SZ-45,[ocy801050] Custom STIS calibration performed
ocy802010,SZ-45,[ocy802010] Custom STIS calibration performed
ocy802020,SZ-45,[ocy802020] Custom STIS calibration performed
ocy802030,SZ-45,[ocy802030] Custom STIS calibration performed
ocy802050,SZ-45,[ocy802050] Custom STIS calibration performed
ocy803010,SZ-45,[ocy803010] Custom STIS calibration performed
ocy803020,SZ-45,[ocy803020] Custom STIS calibration performed
ocy803030,SZ-45,[ocy803030] Custom STIS calibration performed
ocy803050,SZ-45,[ocy803050] Custom STIS calibration performed
ocy804010,SZ-45,[ocy804010] Custom STIS calibration performed
ocy804020,SZ-45,[ocy804020] Custom STIS calibration performed
ocy804030,SZ-45,[ocy804030] Custom STIS calibration performed
ocy804050,SZ-45,[ocy804050] Custom STIS calibration performed
ocy805010,SZ-45,[ocy805010] Custom STIS calibration performed
ocy805020,SZ-45,[ocy805020] Custom STIS calibration performed
ocy805030,SZ-45,[ocy805030] Custom STIS calibration performed
ocy805050,SZ-45,[ocy805050] Custom STIS calibration performed
oein2s010,SZ-45,[oein2s010] Custom STIS calibration performed
oein2s020,SZ-45,[oein2s020] Custom STIS calibration performed
oein2s030,SZ-45,[oein2s030] Custom STIS calibration performed
oeimas010,SZ-66,[oeimas010] Custom STIS calibration performed
oeimas020,SZ-66,[oeimas020] Custom STIS calibration performed
oeimas030,SZ-66,[oeimas030] Custom STIS calibration performed
od7g02010,SZ-68,[od7g02010] Custom STIS calibration performed
oeimbs010,SZ-69,[oeimbs010] Custom STIS calibration performed
oeimbs020,SZ-69,[oeimbs020] Custom STIS calibration performed
oeimbs030,SZ-69,[oeimbs030] Custom STIS calibration performed
oeik1s010,SZ-71,[oeik1s010] Custom STIS calibration performed
oeik1s020,SZ-71,[oeik1s020] Custom STIS calibration performed
oeik1s030,SZ-71,[oeik1s030] Custom STIS calibration performed
oeim3s010,SZ-72,[oeim3s010] Custom STIS calibration performed
oeim3s020,SZ-72,[oeim3s020] Custom STIS calibration performed
oeim3s030,SZ-72,[oeim3s030] Custom STIS calibration performed
oeik2s010,SZ-75,[oeik2s010] Custom STIS calibration performed
oeik2s020,SZ-75,[oeik2s020] Custom STIS calibration performed
oeik2s030,SZ-75,[oeik2s030] Custom STIS calibration performed
oeimds010,SZ-76,[oeimds010] Custom STIS calibration performed
oeimds020,SZ-76,[oeimds020] Custom STIS calibration performed
oeimds030,SZ-76,[oeimds030] Custom STIS calibration performed
oeik3s010,SZ-77,[oeik3s010] Custom STIS calibration performed
oeik3s020,SZ-77,[oeik3s020] Custom STIS calibration performed
oeik3s030,SZ-77,[oeik3s030] Custom STIS calibration performed
oeso2s010,SZ-82,[oeso2s010] Custom STIS calibration performed
oeso2s020,SZ-82,[oeso2s020] Custom STIS calibration performed
oeso2s030,SZ-82,[oeso2s030] Custom STIS calibration performed
oeso3s010,SZ-84,[oeso3s010] Custom STIS calibration performed
oeso3s020,SZ-84,[oeso3s020] Custom STIS calibration performed
oeso3s030,SZ-84,[oeso3s030] Custom STIS calibration performed
oet53s010,SZ-97,[oet53s010] Custom STIS calibration performed
oet53s030,SZ-97,[oet53s030] Custom STIS calibration performed
oet53s040,SZ-97,[oet53s040] Custom STIS calibration performed
oesp2s010,SZ-98,[oesp2s010] Custom STIS calibration performed
oesp2s020,SZ-98,[oesp2s020] Custom STIS calibration performed
oesp2s030,SZ-98,[oesp2s030] Custom STIS calibration performed
oesu3s010,SZ-99,[oesu3s010] Custom STIS calibration performed
oesu3s020,SZ-99,[oesu3s020] Custom STIS calibration performed
oesu3s060,SZ-99,[oesu3s060] Custom STIS calibration performed
ob6b22010,TWA-3A,[ob6b22010] Custom STIS calibration performed
ob6b22040,TWA-3A,[ob6b22040] Custom STIS calibration performed
ob6b22060,TWA-3A,[ob6b22060] Custom STIS calibration performed
ob6ba7010,V-AA-TAU,[ob6ba7010] Custom STIS calibration performed
ob6b21010,V-AK-SCO,[ob6b21010] Custom STIS calibration performed
ob6bb0010,V-CE-ANT,[ob6bb0010] Custom STIS calibration performed
ob6bb6010,V-CS-CHA,[ob6bb6010] Custom STIS calibration performed
oclv01010,V-CS-CHA,[oclv01010] Custom STIS calibration performed
oclv01030,V-CS-CHA,[oclv01030] Custom STIS calibration performed
ob6b18010,V-CV-CHA,[ob6b18010] Custom STIS calibration performed
o6md01010,V-CW-TAU,[o6md01010] Custom STIS calibration performed
ob6ba8010,V-DE-TAU,[ob6ba8010] Custom STIS calibration performed
o5e306030,V-DF-TAU,[o5e306030] Custom STIS calibration performed
o5kc01010,V-DF-TAU,[o5kc01010] Custom STIS calibration performed
o6cv01010,V-DF-TAU,[o6cv01010] Custom STIS calibration performed
o5e307030,V-DG-TAU,[o5e307030] Custom STIS calibration performed
obic01010,V-DG-TAU,[obic01010] Custom STIS calibration performed
obic01020,V-DG-TAU,[obic01020] Custom STIS calibration performed
obic01030,V-DG-TAU,[obic01030] Custom STIS calibration performed
obic01040,V-DG-TAU,[obic01040] Custom STIS calibration performed
obic01050,V-DG-TAU,[obic01050] Custom STIS calibration performed
obic01060,V-DG-TAU,[obic01060] Custom STIS calibration performed
obic02010,V-DG-TAU,[obic02010] Custom STIS calibration performed
oc0n01010,V-DG-TAU,[oc0n01010] Custom STIS calibration performed
oc0n01020,V-DG-TAU,[oc0n01020] Custom STIS calibration performed
oc0n01030,V-DG-TAU,[oc0n01030] Custom STIS calibration performed
oc0n01040,V-DG-TAU,[oc0n01040] Custom STIS calibration performed
oc0n02010,V-DG-TAU,[oc0n02010] Custom STIS calibration performed
ob6bb2010,V-DK-TAU,[ob6bb2010] Custom STIS calibration performed
o8e003010,V-DM-TAU,[o8e003010] Custom STIS calibration performed
ob3r01010,V-DM-TAU,[ob3r01010] Custom STIS calibration performed
ob3r01020,V-DM-TAU,[ob3r01020] Custom STIS calibration performed
ob3r02010,V-DM-TAU,[ob3r02010] Custom STIS calibration performed
ob3r02020,V-DM-TAU,[ob3r02020] Custom STIS calibration performed
ob3r03010,V-DM-TAU,[ob3r03010] Custom STIS calibration performed
ob3r03020,V-DM-TAU,[ob3r03020] Custom STIS calibration performed
ob6ba2010,V-DM-TAU,[ob6ba2010] Custom STIS calibration performed
ob6ba4010,V-DN-TAU,[ob6ba4010] Custom STIS calibration performed
ob6bb4010,V-DR-TAU,[ob6bb4010] Custom STIS calibration performed
ob6ba0010,V-FM-TAU,[ob6ba0010] Custom STIS calibration performed
ob3r04010,V-GM-AUR,[ob3r04010] Custom STIS calibration performed
ob3r04020,V-GM-AUR,[ob3r04020] Custom STIS calibration performed
ob3r05010,V-GM-AUR,[ob3r05010] Custom STIS calibration performed
ob3r05020,V-GM-AUR,[ob3r05020] Custom STIS calibration performed
ob3r06010,V-GM-AUR,[ob3r06010] Custom STIS calibration performed
ob3r06020,V-GM-AUR,[ob3r06020] Custom STIS calibration performed
ob6ba1010,V-GM-AUR,[ob6ba1010] Custom STIS calibration performed
ocsn01010,V-GM-AUR,[ocsn01010] Custom STIS calibration performed
ocsn01020,V-GM-AUR,[ocsn01020] Custom STIS calibration performed
ocsn02010,V-GM-AUR,[ocsn02010] Custom STIS calibration performed
ocsn02020,V-GM-AUR,[ocsn02020] Custom STIS calibration performed
odkd01010,V-GM-AUR,[odkd01010] Custom STIS calibration performed
odkd01020,V-GM-AUR,[odkd01020] Custom STIS calibration performed
odkd02010,V-GM-AUR,[odkd02010] Custom STIS calibration performed
odkd02020,V-GM-AUR,[odkd02020] Custom STIS calibration performed
odkd03010,V-GM-AUR,[odkd03010] Custom STIS calibration performed
odkd03020,V-GM-AUR,[odkd03020] Custom STIS calibration performed
o5ex04010,V-GW-ORI,[o5ex04010] Custom STIS calibration performed
o5ex04020,V-GW-ORI,[o5ex04020] Custom STIS calibration performed
o5ex04030,V-GW-ORI,[o5ex04030] Custom STIS calibration performed
ob6ba9010,V-HN-TAU,[ob6ba9010] Custom STIS calibration performed
oeip2s010,V-IN-CHA,[oeip2s010] Custom STIS calibration performed
oeip2s020,V-IN-CHA,[oeip2s020] Custom STIS calibration performed
oeip2s030,V-IN-CHA,[oeip2s030] Custom STIS calibration performed
ob6ba5010,V-IP-TAU,[ob6ba5010] Custom STIS calibration performed
ob6b23010,V-MP-MUS,[ob6b23010] Custom STIS calibration performed
od7g01010,V-MY-LUP,[od7g01010] Custom STIS calibration performed
ob6bb5010,V-RW-AUR,[ob6bb5010] Custom STIS calibration performed
o5b402010,V-RY-LUP,[o5b402010] Custom STIS calibration performed
o5b402020,V-RY-LUP,[o5b402020] Custom STIS calibration performed
o5b402030,V-RY-LUP,[o5b402030] Custom STIS calibration performed
od2v01010,V-RY-LUP,[od2v01010] Custom STIS calibration performed
ockf01010,V-RY-TAU,[ockf01010] Custom STIS calibration performed
ockf01020,V-RY-TAU,[ockf01020] Custom STIS calibration performed
ockf01030,V-RY-TAU,[ockf01030] Custom STIS calibration performed
ockf01040,V-RY-TAU,[ockf01040] Custom STIS calibration performed
ockf01050,V-RY-TAU,[ockf01050] Custom STIS calibration performed
ockf01070,V-RY-TAU,[ockf01070] Custom STIS calibration performed
ockf01080,V-RY-TAU,[ockf01080] Custom STIS calibration performed
ockf01090,V-RY-TAU,[ockf01090] Custom STIS calibration performed
ockf010a0,V-RY-TAU,[ockf010a0] Custom STIS calibration performed
ockf010b0,V-RY-TAU,[ockf010b0] Custom STIS calibration performed
ockf010c0,V-RY-TAU,[ockf010c0] Custom STIS calibration performed
ockf010d0,V-RY-TAU,[ockf010d0] Custom STIS calibration performed
ockf010e0,V-RY-TAU,[ockf010e0] Custom STIS calibration performed
ockf010f0,V-RY-TAU,[ockf010f0] Custom STIS calibration performed
ob6bb1010,V-SU-AUR,[ob6bb1010] Custom STIS calibration performed
oeqj2s010,V-SY-CHA,[oeqj2s010] Custom STIS calibration performed
oeqj2s020,V-SY-CHA,[oeqj2s020] Custom STIS calibration performed
oeqj2s030,V-SY-CHA,[oeqj2s030] Custom STIS calibration performed
oclv02010,V-SZ-CHA,[oclv02010] Custom STIS calibration performed
oclv02030,V-SZ-CHA,[oclv02030] Custom STIS calibration performed
oclv02040,V-SZ-CHA,[oclv02040] Custom STIS calibration performed
oclv02050,V-SZ-CHA,[oclv02050] Custom STIS calibration performed
odk71a010,V-T-CHA,[odk71a010] Custom STIS calibration performed
odk71a020,V-T-CHA,[odk71a020] Custom STIS calibration performed
odk71a030,V-T-CHA,[odk71a030] Custom STIS calibration performed
odk71a040,V-T-CHA,[odk71a040] Custom STIS calibration performed
odk71a050,V-T-CHA,[odk71a050] Custom STIS calibration performed
odk72a010,V-T-CHA,[odk72a010] Custom STIS calibration performed
odk72a020,V-T-CHA,[odk72a020] Custom STIS calibration performed
odk72a030,V-T-CHA,[odk72a030] Custom STIS calibration performed
odk72a040,V-T-CHA,[odk72a040] Custom STIS calibration performed
odk72a050,V-T-CHA,[odk72a050] Custom STIS calibration performed
odk73a010,V-T-CHA,[odk73a010] Custom STIS calibration performed
odk73a020,V-T-CHA,[odk73a020] Custom STIS calibration performed
odk73a030,V-T-CHA,[odk73a030] Custom STIS calibration performed
odk73a040,V-T-CHA,[odk73a040] Custom STIS calibration performed
odk73a050,V-T-CHA,[odk73a050] Custom STIS calibration performed
o5e304030,V-T-TAU,[o5e304030] Custom STIS calibration performed
o59d01010,V-TW-HYA,[o59d01010] Custom STIS calibration performed
o6cv03010,V-TW-HYA,[o6cv03010] Custom STIS calibration performed
ob3r07010,V-TW-HYA,[ob3r07010] Custom STIS calibration performed
ob3r07020,V-TW-HYA,[ob3r07020] Custom STIS calibration performed
ob3r08010,V-TW-HYA,[ob3r08010] Custom STIS calibration performed
ob3r08020,V-TW-HYA,[ob3r08020] Custom STIS calibration performed
ob3r09010,V-TW-HYA,[ob3r09010] Custom STIS calibration performed
ob3r09020,V-TW-HYA,[ob3r09020] Custom STIS calibration performed
oclv03010,V-TW-HYA,[oclv03010] Custom STIS calibration performed
oclv03030,V-TW-HYA,[oclv03030] Custom STIS calibration performed
oe9i2s010,V-TX-ORI,[oe9i2s010] Custom STIS calibration performed
oe9i2s020,V-TX-ORI,[oe9i2s020] Custom STIS calibration performed
oe9i2s030,V-TX-ORI,[oe9i2s030] Custom STIS calibration performed
ob6b54010,V-UX-TAU-A,[ob6b54010] Custom STIS calibration performed
o5ex07010,V-V1044-ORI,[o5ex07010] Custom STIS calibration performed
o5ex07020,V-V1044-ORI,[o5ex07020] Custom STIS calibration performed
o8ns03010,V-V1070-TAU,[o8ns03010] Custom STIS calibration performed
o8ns01010,V-V1098-TAU,[o8ns01010] Custom STIS calibration performed
o8ns08010,V-V1146-SCO,[o8ns08010] Custom STIS calibration performed
o8ns08020,V-V1146-SCO,[o8ns08020] Custom STIS calibration performed
o8ns09010,V-V1154-SCO,[o8ns09010] Custom STIS calibration performed
o8ns10010,V-V1157-SCO,[o8ns10010] Custom STIS calibration performed
o8ns07010,V-V397-AUR,[o8ns07010] Custom STIS calibration performed
ob6bc6010,V-V397-AUR,[ob6bc6010] Custom STIS calibration performed
o5e308030,V-V410-TAU,[o5e308030] Custom STIS calibration performed
o8ns05010,V-V826-TAU,[o8ns05010] Custom STIS calibration performed
o8ns40010,V-V827-TAU,[o8ns40010] Custom STIS calibration performed
o8ns06010,V-V830-TAU,[o8ns06010] Custom STIS calibration performed
o5e310030,V-V836-TAU,[o5e310030] Custom STIS calibration performed
ob6ba6010,V-V836-TAU,[ob6ba6010] Custom STIS calibration performed
ocy806010,V-VW-CHA,[ocy806010] Custom STIS calibration performed
ocy806020,V-VW-CHA,[ocy806020] Custom STIS calibration performed
ocy806030,V-VW-CHA,[ocy806030] Custom STIS calibration performed
ocy806050,V-VW-CHA,[ocy806050] Custom STIS calibration performed
ocy807010,V-VW-CHA,[ocy807010] Custom STIS calibration performed
ocy807020,V-VW-CHA,[ocy807020] Custom STIS calibration performed
ocy807030,V-VW-CHA,[ocy807030] Custom STIS calibration performed
ocy807050,V-VW-CHA,[ocy807050] Custom STIS calibration performed
ocy808010,V-VW-CHA,[ocy808010] Custom STIS calibration performed
ocy808020,V-VW-CHA,[ocy808020] Custom STIS calibration performed
ocy808030,V-VW-CHA,[ocy808030] Custom STIS calibration performed
ocy808050,V-VW-CHA,[ocy808050] Custom STIS calibration performed
ocy809010,V-VW-CHA,[ocy809010] Custom STIS calibration performed
ocy809020,V-VW-CHA,[ocy809020] Custom STIS calibration performed
ocy809030,V-VW-CHA,[ocy809030] Custom STIS calibration performed
ocy809050,V-VW-CHA,[ocy809050] Custom STIS calibration performed
ocy810010,V-VW-CHA,[ocy810010] Custom STIS calibration performed
ocy810020,V-VW-CHA,[ocy810020] Custom STIS calibration performed
ocy810030,V-VW-CHA,[ocy810030] Custom STIS calibration performed
ocy810050,V-VW-CHA,[ocy810050] Custom STIS calibration performed
oeqm2s010,V-VZ-CHA,[oeqm2s010] Custom STIS calibration performed
oeqm2s020,V-VZ-CHA,[oeqm2s020] Custom STIS calibration performed
oeqm2s030,V-VZ-CHA,[oeqm2s030] Custom STIS calibration performed
oepm2s010,V-WZ-CHA,[oepm2s010] Custom STIS calibration performed
oepm2s020,V-WZ-CHA,[oepm2s020] Custom STIS calibration performed
oepm2s030,V-WZ-CHA,[oepm2s030] Custom STIS calibration performed
oeil3s010,V-XX-CHA,[oeil3s010] Custom STIS calibration performed
oeil3s020,V-XX-CHA,[oeil3s020] Custom STIS calibration performed
oeil3s030,V-XX-CHA,[oeil3s030] Custom STIS calibration performed
oe9i3s010,V505-ORI,[oe9i3s010] Custom STIS calibration performed
oe9i3s020,V505-ORI,[oe9i3s020] Custom STIS calibration performed
oe9i3s030,V505-ORI,[oe9i3s030] Custom STIS calibration performed
oeql1s010,V505-ORI,[oeql1s010] Custom STIS calibration performed
oeql1s020,V505-ORI,[oeql1s020] Custom STIS calibration performed
oeql1s030,V505-ORI,[oeql1s030] Custom STIS calibration performed
oe9ids010,V510-ORI,[oe9ids010] Custom STIS calibration performed
oe9ids020,V510-ORI,[oe9ids020] Custom STIS calibration performed
oe9ids030,V510-ORI,[oe9ids030] Custom STIS calibration performed
oec60h010,VFTS-169,[oec60h010] Custom STIS calibration performed
oec60h020,VFTS-169,[oec60h020] Custom STIS calibration performed
oec62c010,VFTS-190,[oec62c010] Custom STIS calibration performed
oec60l010,VFTS-267,[oec60l010] Custom STIS calibration performed
oec60l020,VFTS-267,[oec60l020] Custom STIS calibration performed
oec60r010,VFTS-404,[oec60r010] Custom STIS calibration performed
oec60r020,VFTS-404,[oec60r020] Custom STIS calibration performed
oec61v010,VFTS-406,[oec61v010] Custom STIS calibration performed
oec61v020,VFTS-406,[oec61v020] Custom STIS calibration performed
oec699010,VFTS-482,[oec699010] Custom STIS calibration performed
oec699020,VFTS-482,[oec699020] Custom STIS calibration performed
oec60a010,VFTS-542,[oec60a010] Custom STIS calibration performed
oec60a020,VFTS-542,[oec60a020] Custom STIS calibration performed
oec60b010,VFTS-545,[oec60b010] Custom STIS calibration performed
oec60b020,VFTS-545,[oec60b020] Custom STIS calibration performed
oec60z010,VFTS-586,[oec60z010] Custom STIS calibration performed
oec60z020,VFTS-586,[oec60z020] Custom STIS calibration performed
oec60j010,VFTS-72,[oec60j010] Custom STIS calibration performed
oec60x010,W61-28-5,[oec60x010] Custom STIS calibration performed
oec60x020,W61-28-5,[oec60x020] Custom STIS calibration performed
o8ew06010,AV-456,[o8ew06010] Flux discrepancy
o8ew06020,AV-456,[o8ew06020] Flux discrepancy
o8ew06030,AV-456,[o8ew06030] Flux discrepancy
o8ew06040,AV-456,[o8ew06040] Flux discrepancy
o8ew07010,AV-456,[o8ew07010] Flux discrepancy
o8ew07020,AV-456,[o8ew07020] Flux discrepancy
o8ew09010,AV-456,[o8ew09010] Flux discrepancy
o8ew09020,AV-456,[o8ew09020] Flux discrepancy
o8ew09030,AV-456,[o8ew09030] Flux discrepancy
o8ew09040,AV-456,[o8ew09040] Flux discrepancy
o8ew10010,AV-456,[o8ew10010] Flux discrepancy
o8ew10020,AV-456,[o8ew10020] Flux discrepancy
o8ew10030,AV-456,[o8ew10030] Flux discrepancy
o8ew10040,AV-456,[o8ew10040] Flux discrepancy
ockp13010,AV-456,[ockp13010] Flux discrepancy
ockp13020,AV-456,[ockp13020] Flux discrepancy
o5dw01010,AV-479,[o5dw01010] Flux discrepancy
o5dw01020,AV-479,[o5dw01020] Flux discrepancy
o5dw02010,AV-479,[o5dw02010] Flux discrepancy
o5dw02020,AV-479,[o5dw02020] Flux discrepancy
laaf1an0q,AV-479,[laaf1an0q] Flux discrepancy
laaf1an2q,AV-479,[laaf1an2q] Flux discrepancy
laaf1an4q,AV-479,[laaf1an4q] Flux discrepancy
laaf1an6q,AV-479,[laaf1an6q] Flux discrepancy
lciy02ioq,LMC170-2,[lciy02ioq] Flux discrepancy
lciy02iqq,LMC170-2,[lciy02iqq] Flux discrepancy
lciy02isq,LMC170-2,[lciy02isq] Flux discrepancy
lciy02iuq,LMC170-2,[lciy02iuq] Flux discrepancy
lciy02iwq,LMC170-2,[lciy02iwq] Flux discrepancy
lciy02iyq,LMC170-2,[lciy02iyq] Flux discrepancy
lciy02jfq,LMC170-2,[lciy02jfq] Flux discrepancy
lciy02jhq,LMC170-2,[lciy02jhq] Flux discrepancy
le2702h9q,LMC170-2,[le2702h9q] Flux discrepancy
le2702hbq,LMC170-2,[le2702hbq] Flux discrepancy
le2702hdq,LMC170-2,[le2702hdq] Flux discrepancy
le2702hfq,LMC170-2,[le2702hfq] Flux discrepancy
p1172601000,SK-70D115,[p1172601000] Flux discrepancy
o8p103010,SK-70D115,[o8p103010] Flux discrepancy
o8p104010,SK-70D115,[o8p104010] Flux discrepancy
o8p103020,SK-70D115,[o8p103020] Flux discrepancy
o8p103030,SK-70D115,[o8p103030] Flux discrepancy
o8p104020,SK-70D115,[o8p104020] Flux discrepancy
o8p104030,SK-70D115,[o8p104030] Flux discrepancy
obi404010,SK-70D115,[obi404010] Flux discrepancy
oda917010,SK-70D115,[oda917010] Flux discrepancy
oda917020,SK-70D115,[oda917020] Flux discrepancy
e5113103000,SK-71D26,[e5113103000] Flux discrepancy
p1172201000,SK-66D172,[p1172201000] Flux discrepancy
d0980601000,SK-71D46,[d0980601000] Flux discrepancy
p1031503000,SK-71D45,[p1031503000] Flux discrepancy
o5ez01010,PGMW-3120,[o5ez01010] Flux discrepancy
o5ez01020,PGMW-3120,[o5ez01020] Flux discrepancy
o5ez01030,PGMW-3120,[o5ez01030] Flux discrepancy
oda912010,PGMW-3120,[oda912010] Flux discrepancy
oda912020,PGMW-3120,[oda912020] Flux discrepancy
p1172401000,SK-69D104,[p1172401000] Flux discrepancy
b0100101000,N11-ELS-018,[b0100101000] Flux discrepancy
o8p101020,SK-67D5,[o8p101020] Flux discrepancy
o8p101030,SK-67D5,[o8p101030] Flux discrepancy
d0980501000,SK-71D41,[d0980501000] Flux discrepancy
e5112501000,SK-70D32,[e5112501000] Flux discrepancy
p2150202000,SK-69D224,[p2150202000] Flux discrepancy
